label,frame_num,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_visibility,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_visibility,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_visibility,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_visibility,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_visibility,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_visibility,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_visibility,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_visibility,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_visibility,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_visibility,NOSE_x,NOSE_y,NOSE_z,NOSE_visibility,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_visibility,torso_inclination,right_knee_angle
pararse,1,0.6970438957214355,0.4705325663089752,-0.342615008354187,0.999848484992981,0.3512074947357178,0.4785847067832947,-0.3273102641105652,0.999869704246521,0.6403845548629761,0.6730698347091675,0.003004743717610836,0.9972996115684509,0.43672531843185425,0.6712051033973694,-0.0027616885490715504,0.9972311854362488,0.7407222390174866,0.7996317148208618,-0.37655484676361084,0.4278050363063812,0.31700772047042847,0.783331573009491,-0.5126107335090637,0.6773762702941895,0.707932710647583,0.9471255540847778,-0.04930698126554489,0.25073838233947754,0.3216174244880676,0.941586971282959,-0.1428806185722351,0.3628316819667816,0.7387375831604004,0.6814301609992981,-0.40509387850761414,0.8657076954841614,0.3007669448852539,0.6964958906173706,-0.3877231180667877,0.8623204231262207,0.5051398277282715,0.38184407353401184,-0.816094160079956,0.9998587369918823,0.7902190685272217,0.9894548654556274,-0.32819536328315735,0.1788586527109146,-1.6436972068612912,2.2943437717578115
pararse,2,0.6974336504936218,0.47063153982162476,-0.36516496539115906,0.999847948551178,0.35117635130882263,0.4783252775669098,-0.3790348172187805,0.9998731017112732,0.6403886079788208,0.6736641526222229,0.005339807365089655,0.9973078966140747,0.43613776564598083,0.6717373728752136,-0.004898576997220516,0.9972507953643799,0.7410071492195129,0.7963170409202576,-0.5572274923324585,0.4395090937614441,0.31680771708488464,0.7792944312095642,-0.7201871275901794,0.6857501268386841,0.7009755373001099,0.9478636980056763,-0.16231487691402435,0.25273430347442627,0.3214528560638428,0.9430285692214966,-0.3156792223453522,0.3609708249568939,0.7386916875839233,0.6815823912620544,-0.4337118864059448,0.8682500720024109,0.30326005816459656,0.6966683268547058,-0.4829411804676056,0.8683552145957947,0.5057166218757629,0.3820056915283203,-0.9320036172866821,0.9998618960380554,0.7701348066329956,1.0153138637542725,-0.4692653715610504,0.1792549043893814,-1.641097094294307,2.2759893850637165
pararse,3,0.6975433230400085,0.4707414507865906,-0.39229103922843933,0.9998490810394287,0.3507854640483856,0.47832581400871277,-0.42968302965164185,0.9998776316642761,0.6401230096817017,0.6740512251853943,0.007499313447624445,0.9973302483558655,0.43485206365585327,0.6719689965248108,-0.006896293256431818,0.9972805380821228,0.7407885789871216,0.7945782542228699,-0.6038761734962463,0.4507838785648346,0.315239280462265,0.7786400318145752,-0.7656257152557373,0.6944886445999146,0.6954994797706604,0.9483520984649658,-0.1723432093858719,0.25330108404159546,0.3204371929168701,0.9436849355697632,-0.33704087138175964,0.3589802086353302,0.7386802434921265,0.6813281774520874,-0.45553529262542725,0.8703644275665283,0.3053876459598541,0.6966696977615356,-0.5513983964920044,0.874675989151001,0.5070710778236389,0.38432741165161133,-1.0262227058410645,0.9998661875724792,0.7558176517486572,1.0198198556900024,-0.4881909489631653,0.17915478348731995,-1.6378228359708105,2.267580657449973
pararse,4,0.6975550055503845,0.4709599018096924,-0.40945005416870117,0.9998466968536377,0.3497026860713959,0.47841304540634155,-0.4499002695083618,0.9998798966407776,0.6399638056755066,0.6753556132316589,0.0077428994700312614,0.9972241520881653,0.43408623337745667,0.6731289029121399,-0.007112057879567146,0.997201681137085,0.7400410175323486,0.7946344614028931,-0.5861594080924988,0.44740429520606995,0.31420210003852844,0.7781369686126709,-0.7677590250968933,0.6933791637420654,0.6934738755226135,0.9489419460296631,-0.13899146020412445,0.24578596651554108,0.3096485435962677,0.9438232779502869,-0.3029651641845703,0.34957370162010193,0.7385009527206421,0.681311309337616,-0.47297948598861694,0.8720419406890869,0.3062334358692169,0.696463406085968,-0.5847370624542236,0.8806619644165039,0.5074865221977234,0.38510429859161377,-1.059253215789795,0.9998661279678345,0.749853253364563,1.0196055173873901,-0.4438449442386627,0.17395225167274475,-1.6378257291306484,2.31761924667798
pararse,5,0.6971760988235474,0.471004843711853,-0.437024861574173,0.9998475909233093,0.3487986624240875,0.4785667657852173,-0.48211604356765747,0.9998843669891357,0.6398124694824219,0.6760615110397339,0.007732343394309282,0.9970361590385437,0.4331902861595154,0.6739514470100403,-0.007098871283233166,0.9970908164978027,0.7378761768341064,0.7947696447372437,-0.5713524222373962,0.4385385811328888,0.3131343722343445,0.7773603796958923,-0.7734307050704956,0.6878311038017273,0.6925232410430908,0.949280858039856,-0.08329080045223236,0.23512950539588928,0.3033974766731262,0.9451877474784851,-0.2773805260658264,0.3389226794242859,0.7369468212127686,0.6814465522766113,-0.5028083920478821,0.874241828918457,0.3066693842411041,0.6964595913887024,-0.6295279860496521,0.8871994614601135,0.5083093643188477,0.38791605830192566,-1.123843789100647,0.9998682737350464,0.7476035952568054,1.0185978412628174,-0.4091965854167938,0.16689500212669373,-1.6381896242291984,2.339789345497874
pararse,6,0.6967129111289978,0.47094815969467163,-0.5160083174705505,0.9998454451560974,0.3479571044445038,0.4786289632320404,-0.558666467666626,0.9998874068260193,0.6396377682685852,0.6764571070671082,0.007896803319454193,0.9968138337135315,0.43257176876068115,0.6743019223213196,-0.007259236183017492,0.9969994425773621,0.7357580065727234,0.7976248264312744,-0.5365985035896301,0.420632928609848,0.31167224049568176,0.7774032950401306,-0.8068198561668396,0.6752442717552185,0.6911613345146179,0.9495415091514587,0.07568640261888504,0.22168859839439392,0.2990897595882416,0.9463475346565247,-0.22850817441940308,0.3289053738117218,0.7356541156768799,0.6815199255943298,-0.5654087662696838,0.8758516907691956,0.30691173672676086,0.696135401725769,-0.7086137533187866,0.8930237889289856,0.5084141492843628,0.39034005999565125,-1.2734665870666504,0.9998610019683838,0.7446648478507996,1.0186923742294312,-0.25740307569503784,0.15813325345516205,-1.639334775383353,2.351245209880536
pararse,7,0.6961103081703186,0.4709746837615967,-0.5465937852859497,0.9998471736907959,0.3463580012321472,0.4791140556335449,-0.5913671255111694,0.9998915791511536,0.6395416855812073,0.6769016981124878,0.00865832157433033,0.9966164827346802,0.43188196420669556,0.6747381091117859,-0.007974488660693169,0.9968976378440857,0.734165370464325,0.798585832118988,-0.5418143272399902,0.4052662253379822,0.3101348578929901,0.7775291800498962,-0.816936731338501,0.6652935743331909,0.6911255717277527,0.9492039084434509,0.03911856561899185,0.21030820906162262,0.29662275314331055,0.9467238783836365,-0.231779083609581,0.3204050660133362,0.7344357967376709,0.6816155910491943,-0.6067489981651306,0.8768551349639893,0.30811354517936707,0.6960849165916443,-0.7350025773048401,0.898368775844574,0.508500337600708,0.3952140808105469,-1.3323975801467896,0.9998557567596436,0.7458457946777344,0.9970276951789856,-0.29599133133888245,0.1510016918182373,-1.6427804718299865,2.3516640168710587
pararse,8,0.6958597898483276,0.4711041748523712,-0.5498183369636536,0.9998506903648376,0.3443780541419983,0.48011767864227295,-0.573961079120636,0.9998961091041565,0.6396194100379944,0.677298367023468,0.007063915021717548,0.9964705109596252,0.43187958002090454,0.675226092338562,-0.006340919062495232,0.9968239068984985,0.7337084412574768,0.7999104261398315,-0.5425752401351929,0.39601945877075195,0.30821919441223145,0.7767589688301086,-0.7866324782371521,0.6608783602714539,0.691382884979248,0.949268102645874,0.020368525758385658,0.20117466151714325,0.2964062988758087,0.9466690421104431,-0.2289048284292221,0.314480185508728,0.7344406247138977,0.6817358732223511,-0.5857313275337219,0.8790892362594604,0.31083130836486816,0.6953482627868652,-0.6934641003608704,0.904148280620575,0.5082427859306335,0.4029819071292877,-1.3021787405014038,0.9998520016670227,0.7467200756072998,0.9909588694572449,-0.3085125684738159,0.14498019218444824,-1.648538511928432,2.327661523692047
pararse,9,0.6954599618911743,0.4716622233390808,-0.6518802046775818,0.999856173992157,0.3395825922489166,0.48201462626457214,-0.6533229351043701,0.999900221824646,0.6396220922470093,0.6774802207946777,0.004980406723916531,0.99637371301651,0.4313964545726776,0.6757763028144836,-0.004209104925394058,0.9967359900474548,0.732901930809021,0.801116943359375,-0.5702834725379944,0.38461124897003174,0.3067325949668884,0.7764515280723572,-0.7992807626724243,0.6506251096725464,0.694434404373169,0.9502351880073547,0.03118986077606678,0.19245170056819916,0.2960556149482727,0.9466356039047241,-0.20161086320877075,0.307026743888855,0.7344987988471985,0.6818836331367493,-0.6895506978034973,0.880231499671936,0.313017874956131,0.6949236392974854,-0.7664103507995605,0.9085590243339539,0.5044881701469421,0.4114326536655426,-1.4625099897384644,0.999841570854187,0.7482295036315918,0.993070125579834,-0.3144131600856781,0.13905194401741028,-1.6605888143367666,2.312793919689713
pararse,10,0.6951513290405273,0.4724004864692688,-0.674524188041687,0.9998619556427002,0.3378443121910095,0.4832731783390045,-0.656568706035614,0.9999048113822937,0.6396257877349854,0.6775239706039429,0.0019491761922836304,0.9963535666465759,0.4309307932853699,0.6759002804756165,-0.0011643670732155442,0.996697187423706,0.7327501773834229,0.8020669221878052,-0.6167531609535217,0.37878671288490295,0.3062153458595276,0.7759256958961487,-0.8154799938201904,0.6447018384933472,0.6968132257461548,0.9511620402336121,-0.02038942463696003,0.18687230348587036,0.2957920730113983,0.9466153383255005,-0.2178335338830948,0.301712304353714,0.7343501448631287,0.681893527507782,-0.7019532918930054,0.8821866512298584,0.31440088152885437,0.6947527527809143,-0.7587176561355591,0.9127380847930908,0.4980880320072174,0.4188409149646759,-1.4843953847885132,0.999824583530426,0.7492376565933228,0.9943118095397949,-0.39699119329452515,0.13530951738357544,-1.6649505096549142,2.3077631961908676
